Financ,Procedim,Descrição,Fisico,Medio/Unit,Orçamentario,% Incremento,Valor Increm,Total Orçado,Apuração,Competência,Num_CNES,Nome_estabelecimento
MAC,020402010,RADIOGRAFIA DE COLUNA TORACO-LOMBAR,10,"9,73","97,30","0,00","0,00","97,30",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020402011,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA,50,"15,58","779,00","0,00","0,00","779,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020402012,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA,5,"7,80","39,00","0,00","0,00","39,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403007,RADIOGRAFIA DE COSTELAS (POR HEMITORAX),20,"8,37","167,40","0,00","0,00","167,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403008,RADIOGRAFIA DE ESOFAGO,2,"19,24","38,48","0,00","0,00","38,48",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403009,RADIOGRAFIA DE ESTERNO,5,"7,98","39,90","0,00","0,00","39,90",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403012,RADIOGRAFIA DE TORAX (APICO-LORDORTICA),5,"5,56","27,80","0,00","0,00","27,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403013,RADIOGRAFIA DE TORAX (PA + INSPIRACAO + EXPIRACAO + LATER,2,"14,32","28,64","0,00","0,00","28,64",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403014,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA),100,"12,02","1.202,00","0,00","0,00","1.202,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403015,RADIOGRAFIA DE TORAX (PA E PERFIL),200,"9,50","1.900,00","0,00","0,00","1.900,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020403017,RADIOGRAFIA DE TORAX (PA),500,"6,88","3.440,00","0,00","0,00","3.440,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404001,RADIOGRAFIA DE ANTEBRACO,70,"6,42","449,40","0,00","0,00","449,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404002,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR,5,"7,40","37,00","0,00","0,00","37,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404003,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL,10,"7,40","74,00","0,00","0,00","74,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404004,RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR,3,"7,40","22,20","0,00","0,00","22,20",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404005,RADIOGRAFIA DE BRACO,20,"7,77","155,40","0,00","0,00","155,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404006,RADIOGRAFIA DE CLAVICULA,20,"7,40","148,00","0,00","0,00","148,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404007,RADIOGRAFIA DE COTOVELO,50,"5,90","295,00","0,00","0,00","295,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404008,RADIOGRAFIA DE DEDOS DA MAO,10,"5,62","56,20","0,00","0,00","56,20",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404009,RADIOGRAFIA DE MAO,100,"6,30","630,00","0,00","0,00","630,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404010,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSE,1,"6,00","6,00","0,00","0,00","6,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404011,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES),100,"7,98","798,00","0,00","0,00","798,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020404012,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA),100,"6,91","691,00","0,00","0,00","691,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020405005,FISTULOGRAFIA,1,"45,34","45,34","0,00","0,00","45,34",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020405011,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA),2,"10,73","21,46","0,00","0,00","21,46",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020405012,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),150,"15,30","2.295,00","0,00","0,00","2.295,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020405013,RADIOGRAFIA DE ABDOMEN SIMPLES (AP),100,"7,17","717,00","0,00","0,00","717,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406006,RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL,20,"7,77","155,40","0,00","0,00","155,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406007,RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA,5,"7,77","38,85","0,00","0,00","38,85",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406008,RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA,100,"6,50","650,00","0,00","0,00","650,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406009,RADIOGRAFIA DE BACIA,80,"7,77","621,60","0,00","0,00","621,60",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406010,RADIOGRAFIA DE CALCANEO,20,"6,50","130,00","0,00","0,00","130,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406011,RADIOGRAFIA DE COXA,60,"8,94","536,40","0,00","0,00","536,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406012,RADIOGRAFIA DE JOELHO (AP + LATERAL),100,"6,78","678,00","0,00","0,00","678,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406013,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL),5,"7,16","35,80","0,00","0,00","35,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406014,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + OBLIQUA +,1,"9,29","9,29","0,00","0,00","9,29",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406015,RADIOGRAFIA DE PE / DEDOS DO PE,150,"6,78","1.017,00","0,00","0,00","1.017,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406016,RADIOGRAFIA DE PERNA,50,"8,94","447,00","0,00","0,00","447,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020406017,RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES,5,"9,29","46,45","0,00","0,00","46,45",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020501004,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,50,"39,60","1.980,00","0,00","0,00","1.980,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502003,ULTRASSONOGRAFIA DE ABDOMEN SUPERIOR,300,"24,20","7.260,00","0,00","0,00","7.260,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502004,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,150,"37,95","5.692,50","0,00","0,00","5.692,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502005,ULTRASSONOGRAFIA DE APARELHO URINARIO,150,"24,20","3.630,00","0,00","0,00","3.630,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502006,ULTRASSONOGRAFIA DE ARTICULACAO,50,"24,20","1.210,00","0,00","0,00","1.210,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502007,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,15,"24,20","363,00","0,00","0,00","363,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502010,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL,30,"24,20","726,00","0,00","0,00","726,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502013,ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA),50,"24,20","1.210,00","0,00","0,00","1.210,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502016,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA),100,"24,20","2.420,00","0,00","0,00","2.420,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020502018,ULTRASSONOGRAFIA TRANSVAGINAL,50,"24,20","1.210,00","0,00","0,00","1.210,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601001,TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CO,30,"86,76","2.602,80","0,00","0,00","2.602,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601002,TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/,30,"101,10","3.033,00","0,00","0,00","3.033,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601003,TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CO,30,"86,76","2.602,80","0,00","0,00","2.602,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601004,TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTI,40,"86,75","3.470,00","0,00","0,00","3.470,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601005,TOMOGRAFIA COMPUTADORIZADA DO PESCOCO,10,"86,75","867,50","0,00","0,00","867,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601006,TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA,10,"97,44","974,40","0,00","0,00","974,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601007,TOMOGRAFIA COMPUTADORIZADA DO CRANIO,120,"97,44","11.692,80","0,00","0,00","11.692,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020601008,TOMOMIELOGRAFIA COMPUTADORIZADA,10,"138,63","1.386,30","0,00","0,00","1.386,30",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020602001,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPE,50,"86,75","4.337,50","0,00","0,00","4.337,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020602002,TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (,50,"86,75","4.337,50","0,00","0,00","4.337,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020602003,TOMOGRAFIA COMPUTADORIZADA DE TORAX,150,"136,41","20.461,50","0,00","0,00","20.461,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020603001,TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR,150,"138,63","20.794,50","0,00","0,00","20.794,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020603002,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFE,20,"86,75","1.735,00","0,00","0,00","1.735,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020603003,TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INF,150,"138,63","20.794,50","0,00","0,00","20.794,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,020901003,ESOFAGOGASTRODUODENOSCOPIA,100,"48,16","4.816,00","0,00","0,00","4.816,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021102003,ELETROCARDIOGRAMA,280,"5,15","1.442,00","0,00","0,00","1.442,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021107007,AVALIACAO DE LINGUAGEM ORAL,5,"4,11","20,55","0,00","0,00","20,55",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021107008,AVALIACAO MIOFUNCIONAL DE SISTEMA ESTOMATOGNATICO,5,"4,11","20,55","0,00","0,00","20,55",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021107011,AVALIACAO VOCAL,5,"4,11","20,55","0,00","0,00","20,55",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021110001,APLICACAO DE TESTE P/ PSICODIAGNOSTICO,4,"2,74","10,96","0,00","0,00","10,96",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021401005,TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HIV,200,"1,00","200,00","0,00","0,00","200,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,021401007,TESTE RAPIDO PARA SiFILIS,100,"1,00","100,00","0,00","0,00","100,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030101004,CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ES,12000,"6,30","75.600,00","0,00","0,00","75.600,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030101005,CONSULTA MEDICA EM SAUDE DO TRABALHADOR,30,"10,00","300,00","0,00","0,00","300,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030101007,CONSULTA MEDICA EM ATENCAO ESPECIALIZADA,3000,"10,00","30.000,00","0,00","0,00","30.000,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030105003,ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA AT,1,"18,29","18,29","0,00","0,00","18,29",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030106002,ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATE,8400,"12,47","104.748,00","0,00","0,00","104.748,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030106006,ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA,12000,"11,00","132.000,00","0,00","0,00","132.000,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030106009,ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO,5000,"11,00","55.000,00","0,00","0,00","55.000,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030106010,ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA,1000,"13,00","13.000,00","0,00","0,00","13.000,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030106011,ACOLHIMENTO COM CLASSIFICACAO DE RISCO,100,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030108016,ATENDIMENTO EM PSICOTERAPIA DE GRUPO,1,"5,59","5,59","0,00","0,00","5,59",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030108017,ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA,30,"2,55","76,50","0,00","0,00","76,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030110001,ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.,12000,"0,63","7.560,00","0,00","0,00","7.560,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030110009,ENEMA,10,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030306026,TRATAMENTO DE PE DIABETICO COMPLICADO,5,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030307004,RETIRADA DE CORPO ESTRANHO DO ESOFAGO,1,"49,50","49,50","0,00","0,00","49,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030307005,RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO,3,"47,25","141,75","0,00","0,00","141,75",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309007,REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR,5,"25,31","126,55","0,00","0,00","126,55",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309008,REVISAO COM IMOBILIZACAO NAO GESSADA EM LESAO DA COLUNA V,1,"11,00","11,00","0,00","0,00","11,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309009,REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR,5,"22,21","111,05","0,00","0,00","111,05",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309011,REVISAO COM TROCA DE APARELHO GESSADO EM LESAO DA COLUNA,1,"27,32","27,32","0,00","0,00","27,32",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309012,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (C,15,"36,59","548,85","0,00","0,00","548,85",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309014,TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS,5,"15,04","75,20","0,00","0,00","75,20",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309015,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSA,10,"40,68","406,80","0,00","0,00","406,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309016,TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACARPICO,10,"17,85","178,50","0,00","0,00","178,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309018,TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO,1,"15,98","15,98","0,00","0,00","15,98",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309020,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM,20,"41,93","838,60","0,00","0,00","838,60",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309021,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA CERVICAL COM IM,5,"47,58","237,90","0,00","0,00","237,90",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309022,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM,20,"41,63","832,60","0,00","0,00","832,60",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309023,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SA,1,"39,09","39,09","0,00","0,00","39,09",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309025,TRATAMENTO CONSERVADOR DE LESAO DE COLUNA TORACO-LOMBO-SA,1,"47,58","47,58","0,00","0,00","47,58",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309026,TRATAMENTO CONSERVADOR DE LESAO DE MECANISMO EXTENSOR DOS,1,"17,85","17,85","0,00","0,00","17,85",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030309028,TRATAMENTO CONSERVADOR DE LESAO LIGAMENTAR EM MEMBRO COM,1,"35,20","35,20","0,00","0,00","35,20",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030502001,TRATAMENTO DA PIELONEFRITE,50,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,030602006,TRANSFUSAO DE CONCENTRADO DE HEMACIAS,10,"8,09","80,90","0,00","0,00","80,90",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101001,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,10,"32,40","324,00","0,00","0,00","324,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101004,ELETROCOAGULACAO DE LESAO CUTANEA,1,"11,84","11,84","0,00","0,00","11,84",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101005,EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS,850,"23,16","19.686,00","0,00","0,00","19.686,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101007,EXERESE DE TUMOR DE PELE E ANEXOS / CISTO SEBACEO / LIPOM,1,"12,46","12,46","0,00","0,00","12,46",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101010,INCISAO E DRENAGEM DE ABSCESSO,35,"11,84","414,40","0,00","0,00","414,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101011,RETIRADA DE CORPO ESTRANHO SUBCUTANEO,10,"11,84","118,40","0,00","0,00","118,40",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040101013,TRATAMENTO CIRURGICO DE FiSTULA DO PESCOCO (POR APROXIMAC,1,"29,86","29,86","0,00","0,00","29,86",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040401031,RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE,1,"26,42","26,42","0,00","0,00","26,42",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040401034,TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR,2,"17,00","34,00","0,00","0,00","34,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040402003,CORRECAO CIRURGICA DE FiSTULA ORO-NASAL / ORO-SINUSAL,1,"45,68","45,68","0,00","0,00","45,68",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040402009,EXCISAO E SUTURA DE LESAO NA BOCA,1,"28,00","28,00","0,00","0,00","28,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040402010,EXCISAO EM CUNHA DE LABIO,1,"29,86","29,86","0,00","0,00","29,86",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040602009,DISSECCAO DE VEIA / ARTERIA,2,"6,19","12,38","0,00","0,00","12,38",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040801012,REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL D,10,"44,28","442,80","0,00","0,00","442,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040801013,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPUL,20,"41,10","822,00","0,00","0,00","822,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040802016,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DO EXTREMO P,10,"41,10","411,00","0,00","0,00","411,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040802017,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA NO PUNHO,50,"38,74","1.937,00","0,00","0,00","1.937,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040802019,REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO,20,"37,88","757,60","0,00","0,00","757,60",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040802021,REDUCAO INCRUENTA DE FRATURA DOS METACARPIANOS,50,"0,00","0,00","0,00","0,00","0,00",Proced.,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040802022,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO COTOVEL,20,"37,50","750,00","0,00","0,00","750,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040805020,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARS,50,"35,20","1.760,00","0,00","0,00","1.760,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040805021,REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO,30,"35,20","1.056,00","0,00","0,00","1.056,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040805024,REDUCAO INCRUENTA DE FRATURA DOS OSSOS DO TARSO,10,"35,20","352,00","0,00","0,00","352,00",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040805025,REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO,50,"44,69","2.234,50","0,00","0,00","2.234,50",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040805027,REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR,20,"41,84","836,80","0,00","0,00","836,80",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040806004,AMPUTACAO / DESARTICULACAO DE DEDO,1,"28,42","28,42","0,00","0,00","28,42",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040806045,TENOMIORRAFIA,1,"28,42","28,42","0,00","0,00","28,42",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040901009,CISTOSTOMIA,1,"32,68","32,68","0,00","0,00","32,68",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040901035,PUNCAO/ASPIRACAO DA BEXIGA,1,"12,97","12,97","0,00","0,00","12,97",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040902001,DRENAGEM DE COLECAO PERI-URETRAL,1,"13,54","13,54","0,00","0,00","13,54",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040902002,DRENAGEM DE FLEIMAOURINOSO,1,"12,97","12,97","0,00","0,00","12,97",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
MAC,040904001,DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL,1,"12,97","12,97","0,00","0,00","12,97",Grupo,202506,2694778,HPSM DR HUMBERTO MARADEI PEREIRA
